brand_name,device_name,device_url,device_image
Jolla,Jolla,https://www.gsmarena.com/jolla_jolla-5457.php,https://fdn2.gsmarena.com/vv/bigpic/jolla-jolla.jpg
Nvidia,Shield K1,https://www.gsmarena.com/nvidia_shield_k1-7832.php,https://fdn2.gsmarena.com/vv/bigpic/nvidia-shield-tablet-k1.jpg
Nvidia,Shield LTE,https://www.gsmarena.com/nvidia_shield_lte-6600.php,https://fdn2.gsmarena.com/vv/bigpic/nvidia-shield.jpg
Nvidia,Shield,https://www.gsmarena.com/nvidia_shield-6601.php,https://fdn2.gsmarena.com/vv/bigpic/nvidia-shield.jpg
LeEco,Le Pro 3 AI Edition,https://www.gsmarena.com/leeco_le_pro_3_ai_edition-8275.php,https://fdn2.gsmarena.com/vv/bigpic/leeco-le-pro-3-ai-edition.jpg
LeEco,Le Pro3 Elite,https://www.gsmarena.com/leeco_le_pro3_elite-8614.php,https://fdn2.gsmarena.com/vv/bigpic/leeco-le-pro3-elite.jpg
LeEco,Le S3,https://www.gsmarena.com/leeco_le_s3-8393.php,https://fdn2.gsmarena.com/vv/bigpic/leeco-le-s3.jpg
LeEco,Le Pro3,https://www.gsmarena.com/leeco_le_pro3-8344.php,https://fdn2.gsmarena.com/vv/bigpic/lepro3.jpg
LeEco,Le Max 2,https://www.gsmarena.com/leeco_le_max_2-8051.php,https://fdn2.gsmarena.com/vv/bigpic/le-max2.jpg
LeEco,Le 2 Pro,https://www.gsmarena.com/leeco_le_2_pro-8052.php,https://fdn2.gsmarena.com/vv/bigpic/le-2-pro.jpg
LeEco,Le 2,https://www.gsmarena.com/leeco_le_2-8053.php,https://fdn2.gsmarena.com/vv/bigpic/le-2-pro.jpg
LeEco,Le Max,https://www.gsmarena.com/leeco_le_max-8054.php,https://fdn2.gsmarena.com/vv/bigpic/letv-le-max.jpg
LeEco,Le 1s,https://www.gsmarena.com/leeco_le_1s-8055.php,https://fdn2.gsmarena.com/vv/bigpic/letv-le-1s.jpg
Jolla,Jolla C,https://www.gsmarena.com/jolla_jolla_c-8127.php,https://fdn2.gsmarena.com/vv/bigpic/jolla-c.jpg
Jolla,Tablet,https://www.gsmarena.com/jolla_tablet-6816.php,https://fdn2.gsmarena.com/vv/bigpic/jolla-tablet.jpg
Jolla,Jolla,https://www.gsmarena.com/jolla_jolla-5457.php,https://fdn2.gsmarena.com/vv/bigpic/jolla-jolla.jpg
Fairphone,5,https://www.gsmarena.com/fairphone_5-12540.php,https://fdn2.gsmarena.com/vv/bigpic/fairphone-5.jpg
Fairphone,4,https://www.gsmarena.com/fairphone_4-11136.php,https://fdn2.gsmarena.com/vv/bigpic/fairphone4.jpg
Fairphone,3+,https://www.gsmarena.com/fairphone_3+-10069.php,https://fdn2.gsmarena.com/vv/bigpic/fairphone3-plus.jpg
Fairphone,3,https://www.gsmarena.com/fairphone_3-10397.php,https://fdn2.gsmarena.com/vv/bigpic/fairphone3.jpg
Apple,iPad Air 13 (2025),https://www.gsmarena.com/apple_ipad_air_13_(2025)-13704.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-air-13-2025.jpg
Apple,iPad Air 11 (2025),https://www.gsmarena.com/apple_ipad_air_11_(2025)-13703.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-air-11-2025.jpg
Apple,iPad (2025),https://www.gsmarena.com/apple_ipad_(2025)-13702.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-11-inch-2025.jpg
Apple,iPhone 16e,https://www.gsmarena.com/apple_iphone_16e-13395.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-16e.jpg
Apple,iPad mini (2024),https://www.gsmarena.com/apple_ipad_mini_(2024)-13437.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-2024.jpg
Apple,iPhone 16 Pro Max,https://www.gsmarena.com/apple_iphone_16_pro_max-13123.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-16-pro-max.jpg
Apple,iPhone 16 Pro,https://www.gsmarena.com/apple_iphone_16_pro-13315.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-16-pro.jpg
Apple,iPhone 16 Plus,https://www.gsmarena.com/apple_iphone_16_plus-13316.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-16-plus.jpg
Apple,iPhone 16,https://www.gsmarena.com/apple_iphone_16-13317.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-16.jpg
Apple,Watch Series 10,https://www.gsmarena.com/apple_watch_series_10-13318.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-series10.jpg
Apple,Watch Series 10 Aluminum,https://www.gsmarena.com/apple_watch_series_10_aluminum-13319.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-series10-alumin.jpg
Apple,iPad Pro 13 (2024),https://www.gsmarena.com/apple_ipad_pro_13_(2024)-12987.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-13-2024.jpg
Apple,iPad Pro 11 (2024),https://www.gsmarena.com/apple_ipad_pro_11_(2024)-12986.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-11-2024.jpg
Apple,iPad Air 13 (2024),https://www.gsmarena.com/apple_ipad_air_13_(2024)-12985.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-air-13-2024.jpg
Apple,iPad Air 11 (2024),https://www.gsmarena.com/apple_ipad_air_11_(2024)-12984.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-air-11-2024.jpg
Apple,iPhone 15 Pro Max,https://www.gsmarena.com/apple_iphone_15_pro_max-12548.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-15-pro-max.jpg
Apple,iPhone 15 Pro,https://www.gsmarena.com/apple_iphone_15_pro-12557.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-15-pro.jpg
Apple,iPhone 15 Plus,https://www.gsmarena.com/apple_iphone_15_plus-12558.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-15-plus-.jpg
Apple,iPhone 15,https://www.gsmarena.com/apple_iphone_15-12559.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-15.jpg
Apple,Watch Ultra 2,https://www.gsmarena.com/apple_watch_ultra_2-12560.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-ultra2-black.jpg
Apple,Watch Series 9,https://www.gsmarena.com/apple_watch_series_9-12561.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-series9.jpg
Apple,Watch Series 9 Aluminum,https://www.gsmarena.com/apple_watch_series_9_aluminum-12562.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-series9-aluminum.jpg
Apple,iPad Pro 12.9 (2022),https://www.gsmarena.com/apple_ipad_pro_12_9_(2022)-11939.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-129-2022.jpg
Apple,iPad Pro 11 (2022),https://www.gsmarena.com/apple_ipad_pro_11_(2022)-11940.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-11-2022.jpg
Apple,iPad (2022),https://www.gsmarena.com/apple_ipad_(2022)-11941.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-10-2022.jpg
Apple,iPhone 14 Pro Max,https://www.gsmarena.com/apple_iphone_14_pro_max-11773.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-14-pro-max-.jpg
Apple,iPhone 14 Pro,https://www.gsmarena.com/apple_iphone_14_pro-11860.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-14-pro.jpg
Apple,iPhone 14 Plus,https://www.gsmarena.com/apple_iphone_14_plus-11862.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-14-plus.jpg
Apple,iPhone 14,https://www.gsmarena.com/apple_iphone_14-11861.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-14.jpg
Apple,Watch Ultra,https://www.gsmarena.com/apple_watch_ultra-11827.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-ultra.jpg
Apple,Watch Series 8,https://www.gsmarena.com/apple_watch_series_8-11866.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-8.jpg
Apple,Watch Series 8 Aluminum,https://www.gsmarena.com/apple_watch_series_8_aluminum-11864.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-8-aluminum.jpg
Apple,Watch SE (2022),https://www.gsmarena.com/apple_watch_se_(2022)-11865.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-8se-2022.jpg
Apple,iPhone SE (2022),https://www.gsmarena.com/apple_iphone_se_(2022)-11410.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-se-2022.jpg
Apple,iPad Air (2022),https://www.gsmarena.com/apple_ipad_air_(2022)-11411.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-air-2022-new.jpg
Apple,iPhone 13 Pro Max,https://www.gsmarena.com/apple_iphone_13_pro_max-11089.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-13-pro-max.jpg
Apple,iPhone 13 Pro,https://www.gsmarena.com/apple_iphone_13_pro-11102.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-13-pro.jpg
Apple,iPhone 13,https://www.gsmarena.com/apple_iphone_13-11103.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-13.jpg
Apple,iPhone 13 mini,https://www.gsmarena.com/apple_iphone_13_mini-11104.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-13-mini.jpg
Apple,iPad mini (2021),https://www.gsmarena.com/apple_ipad_mini_(2021)-11105.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-2021.jpg
Apple,iPad 10.2 (2021),https://www.gsmarena.com/apple_ipad_10_2_(2021)-11106.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-102-2021-.jpg
Apple,Watch Edition Series 7,https://www.gsmarena.com/apple_watch_edition_series_7-11147.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-series-7-titanium.jpg
Apple,Watch Series 7,https://www.gsmarena.com/apple_watch_series_7-11146.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-series-7-stainless-steel.jpg
Apple,Watch Series 7 Aluminum,https://www.gsmarena.com/apple_watch_series_7_aluminum-11107.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-series-7-aluminum.jpg
Apple,iPad Pro 12.9 (2021),https://www.gsmarena.com/apple_ipad_pro_12_9_(2021)-10864.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-129-2021.jpg
Apple,iPad Pro 11 (2021),https://www.gsmarena.com/apple_ipad_pro_11_(2021)-10865.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-11-2021.jpg
Apple,iPhone 12 Pro Max,https://www.gsmarena.com/apple_iphone_12_pro_max-10237.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-12-pro-max-.jpg
Apple,iPhone 12 Pro,https://www.gsmarena.com/apple_iphone_12_pro-10508.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-12-pro--.jpg
Apple,iPhone 12,https://www.gsmarena.com/apple_iphone_12-10509.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-12.jpg
Apple,iPhone 12 mini,https://www.gsmarena.com/apple_iphone_12_mini-10510.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-12-mini.jpg
Apple,iPad Air (2020),https://www.gsmarena.com/apple_ipad_air_(2020)-10444.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-air4-2020.jpg
Apple,iPad 10.2 (2020),https://www.gsmarena.com/apple_ipad_10_2_(2020)-10445.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad8-102-inches-2020.jpg
Apple,Watch SE,https://www.gsmarena.com/apple_watch_se-10446.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-se.jpg
Apple,Watch Series 6 Aluminum,https://www.gsmarena.com/apple_watch_series_6_aluminum-10447.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-s6.jpg
Apple,Watch Series 6,https://www.gsmarena.com/apple_watch_series_6-10448.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-s6-steel.jpg
Apple,Watch Edition Series 6,https://www.gsmarena.com/apple_watch_edition_series_6-10449.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-s6-titanium.jpg
Apple,iPhone SE (2020),https://www.gsmarena.com/apple_iphone_se_(2020)-10170.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-se-2020.jpg
Apple,iPad Pro 12.9 (2020),https://www.gsmarena.com/apple_ipad_pro_12_9_(2020)-10136.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-12-2020.jpg
Apple,iPad Pro 11 (2020),https://www.gsmarena.com/apple_ipad_pro_11_(2020)-10137.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-11-2020.jpg
Apple,iPhone 11 Pro Max,https://www.gsmarena.com/apple_iphone_11_pro_max-9846.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-11-pro.jpg
Apple,iPhone 11 Pro,https://www.gsmarena.com/apple_iphone_11_pro-9847.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-11-pro-max-.jpg
Apple,iPhone 11,https://www.gsmarena.com/apple_iphone_11-9848.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-11.jpg
Apple,iPad 10.2 (2019),https://www.gsmarena.com/apple_ipad_10_2_(2019)-9857.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad7-102-inches.jpg
Apple,Watch Edition Series 5,https://www.gsmarena.com/apple_watch_edition_series_5-9860.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-edition-series-5.jpg
Apple,Watch Series 5,https://www.gsmarena.com/apple_watch_series_5-9859.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-series-5.jpg
Apple,Watch Series 5 Aluminum,https://www.gsmarena.com/apple_watch_series_5_aluminum-9858.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-aluminum-series-5.jpg
Apple,iPad Air (2019),https://www.gsmarena.com/apple_ipad_air_(2019)-9638.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-air3-2019.jpg
Apple,iPad mini (2019),https://www.gsmarena.com/apple_ipad_mini_(2019)-9637.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-2019.jpg
Apple,iPad Pro 12.9 (2018),https://www.gsmarena.com/apple_ipad_pro_12_9_(2018)-9387.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-129-2018.jpg
Apple,iPad Pro 11 (2018),https://www.gsmarena.com/apple_ipad_pro_11_(2018)-9386.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-11-2018.jpg
Apple,iPhone XS Max,https://www.gsmarena.com/apple_iphone_xs_max-9319.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-xs-max-new1.jpg
Apple,iPhone XS,https://www.gsmarena.com/apple_iphone_xs-9318.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-xs-new.jpg
Apple,iPhone XR,https://www.gsmarena.com/apple_iphone_xr-9320.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-xr-new.jpg
Apple,Watch Series 4,https://www.gsmarena.com/apple_watch_series_4-9321.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-series-4-steel.jpg
Apple,Watch Series 4 Aluminum,https://www.gsmarena.com/apple_watch_series_4_aluminum-9322.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-series-4-aluminum.jpg
Apple,iPad 9.7 (2018),https://www.gsmarena.com/apple_ipad_9_7_(2018)-9142.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-97-2018.jpg
Apple,iPhone X,https://www.gsmarena.com/apple_iphone_x-8858.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-x.jpg
Apple,iPhone 8 Plus,https://www.gsmarena.com/apple_iphone_8_plus-8131.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-8-plus-new.jpg
Apple,iPhone 8,https://www.gsmarena.com/apple_iphone_8-8573.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-8-new.jpg
Apple,Watch Edition Series 3,https://www.gsmarena.com/apple_watch_edition_series_3-8861.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-edition-series3.jpg
Apple,Watch Series 3,https://www.gsmarena.com/apple_watch_series_3-8860.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-series3-.jpg
Apple,Watch Series 3 Aluminum,https://www.gsmarena.com/apple_watch_series_3_aluminum-8859.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-series3-sport-.jpg
Apple,iPad Pro 12.9 (2017),https://www.gsmarena.com/apple_ipad_pro_12_9_(2017)-8717.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-129-2017.jpg
Apple,iPad Pro 10.5 (2017),https://www.gsmarena.com/apple_ipad_pro_10_5_(2017)-8716.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-105-2017.jpg
Apple,iPad 9.7 (2017),https://www.gsmarena.com/apple_ipad_9_7_(2017)-8620.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-97-2017.jpg
Apple,Watch Edition Series 2 42mm,https://www.gsmarena.com/apple_watch_edition_series_2_42mm-8331.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch2-edition-42mm.jpg
Apple,Watch Edition Series 2 38mm,https://www.gsmarena.com/apple_watch_edition_series_2_38mm-8332.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-edition-38mm.jpg
Apple,Watch Series 2 42mm,https://www.gsmarena.com/apple_watch_series_2_42mm-8329.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-42mm.jpg
Apple,Watch Series 2 38mm,https://www.gsmarena.com/apple_watch_series_2_38mm-8330.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-38mm.jpg
Apple,Watch Series 2 Aluminum 42mm,https://www.gsmarena.com/apple_watch_series_2_aluminum_42mm-8328.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-sport-42mm.jpg
Apple,Watch Series 1 Aluminum 42mm,https://www.gsmarena.com/apple_watch_series_1_aluminum_42mm-8334.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch1-sport-42mm.jpg
Apple,Watch Series 2 Aluminum 38mm,https://www.gsmarena.com/apple_watch_series_2_aluminum_38mm-8327.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-sport-38mm.jpg
Apple,Watch Series 1 Aluminum 38mm,https://www.gsmarena.com/apple_watch_series_1_aluminum_38mm-8333.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-sport-38mm.jpg
Apple,iPhone 7 Plus,https://www.gsmarena.com/apple_iphone_7_plus-8065.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-7-plus-r2.jpg
Apple,iPhone 7,https://www.gsmarena.com/apple_iphone_7-8064.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg
Apple,iPad Pro 9.7 (2016),https://www.gsmarena.com/apple_ipad_pro_9_7_(2016)-7984.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-97.jpg
Apple,iPhone SE,https://www.gsmarena.com/apple_iphone_se-7969.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg
Apple,iPhone 6s Plus,https://www.gsmarena.com/apple_iphone_6s_plus-7243.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg
Apple,iPhone 6s,https://www.gsmarena.com/apple_iphone_6s-7242.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg
Apple,iPad Pro 12.9 (2015),https://www.gsmarena.com/apple_ipad_pro_12_9_(2015)-7562.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-.jpg
Apple,iPad mini 4 (2015),https://www.gsmarena.com/apple_ipad_mini_4_(2015)-7561.php,https://fdn2.gsmarena.com/vv/bigpic/ipad-mini-41.jpg
Apple,Watch Edition 42mm (1st gen),https://www.gsmarena.com/apple_watch_edition_42mm_(1st_gen)-7698.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-edition-42mm.jpg
Apple,Watch Edition 38mm (1st gen),https://www.gsmarena.com/apple_watch_edition_38mm_(1st_gen)-7697.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-edition-38mm.jpg
Apple,Watch 42mm (1st gen),https://www.gsmarena.com/apple_watch_42mm_(1st_gen)-7696.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-42mm.jpg
Apple,Watch 38mm (1st gen),https://www.gsmarena.com/apple_watch_38mm_(1st_gen)-7695.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-38mm.jpg
Apple,Watch Sport 42mm (1st gen),https://www.gsmarena.com/apple_watch_sport_42mm_(1st_gen)-7694.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-sport-42mm2.jpg
Apple,Watch Sport 38mm (1st gen),https://www.gsmarena.com/apple_watch_sport_38mm_(1st_gen)-7693.php,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-sport-38mm.jpg
Apple,iPad Air 2,https://www.gsmarena.com/apple_ipad_air_2-6742.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-air-2-new.jpg
Apple,iPad mini 3,https://www.gsmarena.com/apple_ipad_mini_3-6741.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-3-new.jpg
Apple,iPhone 6 Plus,https://www.gsmarena.com/apple_iphone_6_plus-6665.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-6-plus2.jpg
Apple,iPhone 6,https://www.gsmarena.com/apple_iphone_6-6378.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-6-4.jpg
Apple,iPad Air,https://www.gsmarena.com/apple_ipad_air-5797.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-air.jpg
Apple,iPad mini 2,https://www.gsmarena.com/apple_ipad_mini_2-5735.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-mini2.jpg
Apple,iPhone 5s,https://www.gsmarena.com/apple_iphone_5s-5685.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-5s-ofic.jpg
Apple,iPhone 5c,https://www.gsmarena.com/apple_iphone_5c-5690.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg
Apple,iPad mini Wi-Fi,https://www.gsmarena.com/apple_ipad_mini_wi_fi-5070.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-final.jpg
Apple,iPad mini Wi-Fi + Cellular,https://www.gsmarena.com/apple_ipad_mini_wi_fi_+_cellular-5061.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-final.jpg
Apple,iPad 4 Wi-Fi,https://www.gsmarena.com/apple_ipad_4_wi_fi-5072.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-3-new.jpg
Apple,iPad 4 Wi-Fi + Cellular,https://www.gsmarena.com/apple_ipad_4_wi_fi_+_cellular-5071.php,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-3-new.jpg
Apple,iPhone 5,https://www.gsmarena.com/apple_iphone_5-4910.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-5-ofic.jpg
